research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01
CES201705,14671,902,towel,kan het ook gebruiken om bloeden tijdelijk te stoppen maar daarna doet die het niet meer zo goed,bloeden tijdelijk stoppen daarna doet niet goed,Stopping bleeding temporarily afterward does not do any good,3,5
CES201705,15596,946,towel,bloemen boeket van handoeken,bloemen boeket handdoeken,floral bouquet towels,4,2
CES201705,16356,975,towel,bmw e39 530i,bmw e i,bmw e i,0,0
CES201705,14663,909,towel,borden afdrogen,borden afdrogen,dry plates,1,5
CES201705,13921,876,towel,gebruiken om breekbare dingen in te vervoeren,breekbare dingen vervoeren,transporting fragile things,3,5
CES201705,15461,940,towel,Om breekbare spullen heenwikkelen,breekbare spullen heen wikkelen,wrap fragile items,3,5
CES201705,13847,866,towel,als broek gebruiken wanneer je klaar bent met douche,broek wanneer klaar bent douche,pants when finished shower,2,3
CES201705,15288,923,towel,als canvas voor een schilderij,canvas schilderij,canvas painting,4,5
CES201705,14036,882,towel,cape,cape,cape,4,5
CES201705,14279,891,towel,cape,cape,cape,4,5
CES201705,15304,922,towel,als cape gebruien,cape,cape,4,5
CES201705,15344,934,towel,gebruiken als cape,cape,cape,4,5
CES201705,15366,927,towel,gebruiken als een cape,cape,cape,4,5
CES201705,14041,882,towel,cocon (voor babies inwikkelen),cocon,cocoon,3,5
CES201705,15462,939,towel, currency?,currency,currency,4,3
CES201705,15911,962,towel,een dak maken,dak,roof,4,1
CES201705,15410,936,towel,als decoratie ophangen,decoratie ophangen,hang up decorations,2,3
CES201705,16491,986,towel,dekbed,dekbed,duvet,3,5
CES201705,13652,864,towel,als deken,deken,blanket,3,5
CES201705,13658,9999,towel,deken,deken,blanket,3,5
CES201705,13872,874,towel,als deken gebruiken,deken,blanket,3,5
CES201705,13905,872,towel,je kan het als deken gebruiken,deken,blanket,3,5
CES201705,14034,882,towel,deken,deken,blanket,3,5
CES201705,14105,884,towel,deken,deken,blanket,3,5
CES201705,14239,888,towel,deken,deken,blanket,3,5
CES201705,14303,893,towel,deken,deken,blanket,3,5
CES201705,14328,894,towel,deken,deken,blanket,3,5
CES201705,14667,909,towel,als deken gebruiken,deken,blanket,3,5
CES201705,14688,903,towel,gebruiken als deken ,deken,blanket,3,5
CES201705,14757,895,towel,als deken gebruiken,deken,blanket,3,5
CES201705,14762,896,towel,deken,deken,blanket,3,5
CES201705,147742,904,towel, als deken,deken,blanket,3,5
CES201705,14924,915,towel,deken,deken,blanket,3,5
CES201705,15355,926,towel,Gebruiken als deken,deken,blanket,3,5
CES201705,15367,927,towel,deken,deken,blanket,3,5
CES201705,15415,937,towel,als deken gebruiken,deken,blanket,3,5
CES201705,15499,942,towel,als deken gebruiken,deken,blanket,3,5
CES201705,15552,944,towel,deken,deken,blanket,3,5
CES201705,16490,986,towel,deken,deken,blanket,3,5
CES201705,16547,991,towel,deken ,deken,blanket,3,5
CES201705,16636,995,towel,deken,deken,blanket,3,5
CES201705,16694,997,towel,Dekentje als het koud is,dekentje koud,blanket cold,3,5
CES201705,13583,861,towel,deppen,deppen,dab,3,5
CES201705,15295,922,towel,deppen,deppen,dab,3,5
CES201705,15616,948,towel,je kunt het voor een deur leggen zodat er geen wind onderdoor kan,deur leggen zodat wind onderdoor,place door so that wind can pass underneath,4,5
CES201705,14046,881,towel,gebruiken om een deur open te houden ,deur open houden,keep door open,3,5
CES201705,13967,877,towel,als deurmat,deurmat,doormat,3,5
CES201705,16689,997,towel,Dingen beschermen tijdens vervoer die breekbaar zijn,dingen beschermen tijdens vervoer breekbaar,protect things fragile during transportation,3,5
CES201705,14263,890,towel,twee dingen aan elkaar vastbinden,dingen elkaar vastbinden,tying things together,3,4
CES201705,16419,984,towel,over dingen heen hangen,dingen heen hangen,things hanging around,3,4
CES201705,13964,877,towel,dingen schoonmakne,dingen schoonmaken,cleaning things,3,4
CES201705,13863,869,towel,dingen mee verbergen,dingen verbergen,hide things,3,4
CES201705,13966,877,towel,dingen vochtig mee maken,dingen vochtig,things damp,2,4
CES201705,14686,903,towel,doek,doek,cloth,1,5
CES201705,16071,960,towel,doek,doek,cloth,1,5
CES201705,16224,970,towel,een doek,doek,cloth,1,5
CES201705,13475,851,towel,doek voor je handen,doek handen,cloth hands,1,5
CES201705,14139,886,towel,iets donkernhouden (vogelkooi),donker houden,keep dark,4,4
CES201705,13468,857,towel,douche,douche,shower,0,0
CES201705,14693,903,towel,docuhe,douche,shower,0,0
CES201705,14694,903,towel,douche*,douche,shower,0,0
CES201705,14769,901,towel,douche,douche,shower,0,0
CES201705,15082,918,towel,douche,douche,shower,0,0
CES201705,15223,920,towel,douche,douche,shower,0,0
CES201705,15680,949,towel,douche,douche,shower,0,0
CES201705,15783,950,towel,douche,douche,shower,0,0
CES201705,15927,956,towel,douche,douche,shower,0,0
CES201705,16062,960,towel,Douche,douche,shower,0,0
CES201705,16203,967,towel,Douche,douche,shower,0,0
CES201705,16513,9999,towel,douche,douche,shower,0,0
CES201705,13402,849,towel,douchen,douchen,shower,1,5
CES201705,13474,851,towel,douchen',douchen,shower,1,5
CES201705,13855,867,towel,douchen,douchen,shower,1,5
CES201705,14628,906,towel,douchen,douchen,shower,1,5
CES201705,15208,919,towel,douchen,douchen,shower,1,5
CES201705,15280,924,towel,douchen,douchen,shower,1,5
CES201705,15567,945,towel,Douchen,douchen,shower,1,5
CES201705,16183,966,towel,douchen,douchen,shower,1,5
CES201705,16229,970,towel,douchen,douchen,shower,1,5
CES201705,16369,983,towel,douchen ,douchen,shower,1,5
CES201705,16054,952,towel,dragen,dragen,wear,4,3
CES201705,13493,856,towel,drogen,drogen,dry,1,5
CES201705,13524,855,towel,drogen,drogen,dry,1,5
CES201705,13657,9999,towel,drogen,drogen,dry,1,5
CES201705,14632,906,towel,drogen,drogen,dry,1,5
CES201705,14661,909,towel,drogen,drogen,dry,1,5
CES201705,14698,897,towel,andere drogen,drogen,dry,1,5
CES201705,14891,916,towel,drogen,drogen,dry,1,5
CES201705,15085,918,towel,drogen,drogen,dry,1,5
CES201705,15549,944,towel,drogen,drogen,dry,1,5
CES201705,16000,958,towel,Drogen,drogen,dry,1,5
CES201705,16013,957,towel,drogen,drogen,dry,1,5
CES201705,16046,952,towel,drogen,drogen,dry,1,5
CES201705,16064,960,towel,drogen,drogen,dry,1,5
CES201705,16134,969,towel,drogen ,drogen,dry,1,5
CES201705,16187,966,towel,drogen,drogen,dry,1,5
CES201705,16221,971,towel,Deogen ,drogen,dry,1,5
CES201705,16334,972,towel,drogen,drogen,dry,1,5
CES201705,15467,939,towel,IPV iemand drogen met een handdoek iemand nat maken met een natte handdoek,drogen handdoek nat natte handdoek,drying towel wet wet towel,1,5
CES201705,13459,857,towel,droog,droog,dry,1,5
CES201705,13491,852,towel,droog maken,droog,dry,1,5
CES201705,13545,858,towel,droog maken,droog,dry,1,5
CES201705,14716,905,towel,iets droog maken,droog,dry,1,5
CES201705,15322,932,towel,droog,droog,dry,1,5
CES201705,15349,926,towel,Droog maken,droog,dry,1,5
CES201705,16107,964,towel,iets droog maken,droog,dry,1,5
CES201705,14668,902,towel,droog jezelf af,droog jezelf af,dry yourself,1,5
CES201705,16164,968,towel,droogmaken,droogmaken,dry,1,5
CES201705,15214,919,towel,duur,duur,duration,0,0
CES201705,16633,993,towel,als dwijl,dweil,mop,1,4
CES201705,14136,886,towel,dweilen,dweilen,mop,2,4
CES201705,15357,928,towel,dweilen,dweilen,mop,2,4
CES201705,16518,9999,towel,ehhhhhhhhhhhhmmmmmmmmmmmmmmmmmm........................................,ehhhhhhhhhhhhmmmmmmmmmmmmmmmmmm,ehhhhhhhhhhhhmmmmmmmmmmmmmmmmmm,0,0
CES201705,16692,997,towel,Aan elkaar binden tot een bal en als bal voor overgooier gebruiken,elkaar binden bal bal overgooier,tie together ball ball pinafore,4,2
CES201705,14237,888,towel,iets bij elkaar binden om makkelijker mee te nemen,elkaar binden makkelijker nemen,making bonding together easier,4,2
CES201705,16422,984,towel,aan elkaar knopen,elkaar knopen,knot together,4,3
CES201705,13521,850,towel,ergens ophangen,ergens ophangen,hang it somewhere,2,3
CES201705,13904,872,towel,je kan eronder schuilen,eronder schuilen,hide underneath,3,4
CES201705,13516,850,towel,erop liggen,erop liggen,lie on it,1,5
CES201705,13903,872,towel,je kan erop liggen,erop liggen,lie on it,1,5
CES201705,15332,930,towel,erop liggen,erop liggen,lie on it,1,5
CES201705,15345,934,towel,erop liggen op het strand,erop liggen strand,lie on the beach,1,5
CES201705,15789,950,towel,eten,eten,eat,0,0
CES201705,16548,991,towel,etens waren in bewaren,etenswaren bewaren,store food,3,4
CES201705,14947,917,towel,etui,etui,pencil case,4,2
CES201705,16521,9999,towel,excuus,excuus,excuse,0,0
CES201705,16561,992,towel,Exercise tool,exercise tool,exercise tool,4,3
CES201705,16196,966,towel,familie,familie,family,0,0
CES201705,16559,992,towel,Fashion,fashion,fashion,3,3
CES201705,14733,911,towel,andere figuren er van maken,figuren,figures,3,3
CES201705,16463,980,towel,figuren maken,figuren,figures,3,3
CES201705,13549,858,towel,figuren opplakken',figuren opplakken,sticking on figures,3,2
CES201705,15327,925,towel,figuren zoals zwaan ,figuren zoals zwaan,figures such as swan,3,4
CES201705,15362,935,towel,een figuur er uit snijden,figuur snijden,figure cutting,3,2
CES201705,16627,993,towel,flag,flag,flag,3,2
CES201705,14092,883,towel,als je 2 flessen drank meeneemt in een tas kan een handdoek ervoor zorgen dat het niet ketst,flessen drank meeneemt tas handdoek ervoor zorgen niet ketst,"Bring bottles of drinks, bag towel and make sure they don't bounce",4,5
CES201705,16467,980,towel,fonen,föhnen,blow-dry,0,0
CES201705,14255,887,towel,als je er ee ngat in het midden maakt kan je het dragen als poncho,gat midden maakt dragen poncho,hole in middle make wear poncho,4,3
CES201705,14670,902,towel,gebruik een oude om iets dat vies is schoon te maken,gebruik oude vies schoon,use old dirty clean,1,5
CES201705,15233,920,towel,grele,gele,yellow,0,0
CES201705,162362,970,towel, omdat het heeft geregend,geregend,Rained,0,0
CES201705,15238,920,towel,gestreken,gestreken,ironed,1,2
CES201705,13846,866,towel,gebruiken om geuren tegen te houden d.m.v. nat maken,geuren tegen houden nat,keep odors from getting wet,4,3
CES201705,16148,963,towel,ik wil gewoon me geld ,gewoon geld,just money,0,0
CES201705,13586,861,towel,gooien,gooien,throw,2,5
CES201705,14691,903,towel,er mee gooien ,gooien,throw,2,5
CES201705,14736,911,towel,mee gooien,gooien,throw,2,5
CES201705,16021,9999,towel,gooien,gooien,throw,2,5
CES201705,16447,980,towel,gooien,gooien,throw,2,5
CES201705,16457,980,towel,gooien,gooien,throw,2,5
CES201705,14305,893,towel,gordijn,gordijn,curtain,3,3
CES201705,14765,896,towel,gordijn,gordijn,curtain,3,3
CES201705,14905,914,towel,gordijn,gordijn,curtain,3,3
CES201705,15557,944,towel,gordijn,gordijn,curtain,3,3
CES201705,16639,995,towel,gordijn ,gordijn,curtain,3,3
CES201705,15372,933,towel,Als gordijn ophangen,gordijn ophangen,hang up curtain,3,3
CES201705,14923,915,towel,gordijnen,gordijnen,curtains,3,3
CES201705,16394,981,towel,gordijnen ,gordijnen,curtains,3,3
CES201705,16493,986,towel,gordijnen,gordijnen,curtains,3,3
CES201705,15232,920,towel,groene,groene,green,0,0
CES201705,14709,898,towel,op de grond ,grond,ground,1,5
CES201705,16475,985,towel,de grond er mee drogen,grond drogen,dry soil,1,5
CES201705,15987,959,towel,gebruiken als grond mat ,grond mat,ground mat,2,5
CES201705,13400,849,towel,groot,groot,big,0,0
CES201705,15087,918,towel,groot,groot,big,0,0
CES201705,15227,920,towel,grote,grote,great,0,0
CES201705,16230,970,towel,gym,gym,gym,0,0
CES201705,13465,857,towel,haar',haar,hair,1,5
CES201705,13466,857,towel,haar,haar,hair,1,5
CES201705,14644,906,towel,haar,haar,hair,1,5
CES201705,16069,960,towel,haar,haar,hair,1,5
CES201705,13865,874,towel,haar drogen,haar drogen,dry hair,1,5
CES201705,15363,927,towel,haar mee drogen,haar drogen,dry hair,1,5
CES201705,16445,980,towel,haar drogen,haar drogen,dry hair,1,5
CES201705,16473,985,towel,je haar er mee drogen,haar drogen,dry hair,1,5
CES201705,16205,967,towel,Haar inwikkelen,haar inwikkelen,wrap hair up,2,5
CES201705,16462,980,towel,haar mee krullen,haar krullen,curling hair,4,3
CES201705,13659,9999,towel,haartulband,haar tulband,hair turban,2,5
CES201705,16691,997,towel,Haar in wikkelen,haar wikkelen,wrap hair up,2,5
CES201705,16234,970,towel,hand,hand,hand,0,0
CES201705,14738,911,towel,handdoek in de ring mee spelen,handdoek ring spelen,towel ring play,3,5
CES201705,15293,923,towel,handdoek vloer in de badkamer,handdoek vloer badkamer,towel floor bathroom,1,5
CES201705,13917,876,towel,handdoeken actie ( etos ),handdoeken actie,towel promotion,3,5
CES201705,15333,930,towel,handdoeken aan elkaar vast binden,handdoeken elkaar vast binden,tie towels together,3,4
CES201705,16696,998,towel,handdoeken vouwen om een olifant te maken,handdoeken vouwen olifant,towel folding elephant,3,4
CES201705,14643,906,towel,handen,handen,hands,1,5
CES201705,16008,951,towel,je handen afdrogen ,handen afdrogen,dry hands,1,5
CES201705,14711,898,towel,handen drogen ,handen drogen,dry hands,1,5
CES201705,14756,895,towel,handen drogen,handen drogen,dry hands,1,5
CES201705,14778,907,towel,handen drogen,handen drogen,dry hands,1,5
CES201705,14724,910,towel,je handen droogmaken,handen droogmaken,dry hands,1,5
CES201705,13993,880,towel,handen schoonmaken,handen schoonmaken,cleaning hands,1,5
CES201705,15687,949,towel,handen wassen,handen wassen,wash hands,1,5
CES201705,16514,9999,towel,handen wassen,handen wassen,wash hands,1,5
CES201705,16072,960,towel,handig,handig,useful,0,0
CES201705,13526,855,towel,hangen,hangen,hang,1,4
CES201705,16066,960,towel,hangen,hangen,hang,1,4
CES201705,14322,894,towel,hangmat,hangmat,hammock,4,2
CES201705,16630,993,towel,hangmat ,hangmat,hammock,4,2
CES201705,15329,925,towel,hangmat ervan maken,hangmat ervan,hammock of it,4,2
CES201705,16197,966,towel,haren,haren,hair,1,5
CES201705,13849,870,towel,haren drogen,haren drogen,hair drying,1,5
CES201705,13478,851,towel,je haren droog je met een handdoek,haren droog handdoek,hair dry towel,1,5
CES201705,14290,892,towel,Heel veel washanden.,heel washanden,very washcloths,2,2
CES201705,14739,911,towel,over heen lopen,heen lopen,walk over,1,5
CES201705,14289,892,towel,Herkennen van andere hitchhikers.,herkennen hitchhikers,recognize hitchhikers,4,5
CES201705,14090,883,towel,als hoed dragen ,hoed dragen,wear hat,4,2
CES201705,15785,950,towel,hond,hond,dog,0,0
CES201705,15306,931,towel,Hond mee schoonmaken,hond schoonmaken,dog cleaning,1,5
CES201705,16686,997,towel,Een hondje of zwaan van vouwen,hondje zwaan vouwen,folding dog swan,3,4
CES201705,16097,9999,towel,op je hoofd leggen,hoofd leggen,lay head,2,5
CES201705,16417,984,towel,op je hoofd zetten om je haar te drogen,hoofd zetten haar drogen,head put hair to dry,2,5
CES201705,14285,892,towel,Hoofddeksel.,hoofddeksel,headgear,3,3
CES201705,15365,927,towel,hoofddeksel ,hoofddeksel,headgear,3,3
CES201705,16439,982,towel,gebruiken als hoofddeksel,hoofddeksel,headgear,3,3
CES201705,14241,888,towel,hoofddoek,hoofddoek,headscarf,3,4
CES201705,14267,890,towel,gebruiken als hoofddoek,hoofddoek,headscarf,3,4
CES201705,14327,894,towel,hoofddoek,hoofddoek,headscarf,3,4
CES201705,14750,899,towel,als hoofddoek gebruikem,hoofddoek,headscarf,3,4
CES201705,14900,914,towel,hoofddoek,hoofddoek,headscarf,3,4
CES201705,15354,926,towel,Gebruiken als hoofddoek,hoofddoek,headscarf,3,4
CES201705,15559,944,towel,hoofddoek,hoofddoek,headscarf,3,4
CES201705,16395,981,towel,voor als hoofddoekkkk,hoofddoek,headscarf,3,4
CES201705,16461,980,towel,hoofddoek gebruiken,hoofddoek,headscarf,3,4
CES201705,16494,986,towel,hoofddoek,hoofddoek,headscarf,3,4
CES201705,15094,918,towel,hotel,hotel,hotel,0,0
CES201705,16199,966,towel,huid,huid,skin,0,0
CES201705,16079,960,towel,huis,huis,house,0,0
CES201705,16188,966,towel,huis,huis,house,0,0
CES201705,16198,966,towel,huis,huis,house,0,0
CES201705,142831,891,towel,als huis brand,huis brand,house fire,2,2
CES201705,14254,887,towel,je kan je er als huisdier of kind onder verstoppen,huisdier kind onder verstoppen,pet child hiding under,3,5
CES201705,15989,959,towel,gebruiken om hut te bouwen ,hut bouwen,build hut,4,2
CES201705,14253,887,towel,je kan het gebruiken als je een hut bouwt als dak maar dan moet het niet regenen,hut bouwt dak niet regenen,hut builds roof does not rain,4,2
CES201705,14106,884,towel,hutje bouwen,hutje bouwen,build hut,4,2
CES201705,15570,945,towel,Hygiene,hygiëne,hygiene,3,3
CES201705,16655,996,towel,icepack,ice pack,ice pack,2,2
CES201705,15312,929,towel,inloop mat,inloop mat,entry mat,3,5
CES201705,15405,936,towel,iets inwikkelen ,inwikkelen,wrap,2,5
CES201705,15084,918,towel,jacuzzi,jacuzzi,jacuzzi,0,0
CES201705,14250,887,towel,om jezelf af te drogen,jezelf af drogen,dry yourself off,1,5
CES201705,13848,870,towel,jezelf afdrogen,jezelf afdrogen,dry yourself,1,5
CES201705,13883,873,towel,jezelf me afdrogen,jezelf afdrogen,dry yourself,1,5
CES201705,15343,934,towel,jezelf afdroken,jezelf afdrogen,dry yourself,1,5
CES201705,16106,964,towel,jezelf afdrogen,jezelf afdrogen,dry yourself,1,5
CES201705,16416,984,towel,jezelf afdrogen,jezelf afdrogen,dry yourself,1,5
CES201705,16617,994,towel,jezelf afdrogen,jezelf afdrogen,dry yourself,1,5
CES201705,16004,951,towel,jezelf afdrogen na het douche ,jezelf afdrogen douche,dry yourself off in the shower,1,5
CES201705,14697,897,towel,jezelf drogen,jezelf drogen,dry yourself,1,5
