response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater02,utility_rater02
30401,CES201911,2305,brick,als anker gebruiken,anker,asfsdg,4,2
31079,CES201911,2329,brick,als anker gebruiken,anker,smashing car window,4,2
31625,CES201911,2349,brick,anker,anker,bath plug,4,2
26626,CES201911,2132,brick,als anker voor een klein bootje,anker klein bootje,bin,4,2
29339,CES201911,2259,brick,archeologisch opbject,archeologisch object,bin,3,4
30524,CES201911,2313,brick,architecture,architecture,baking,1,4
26627,CES201911,2133,brick,asfsdg,asfsdg,mash things up in bowl,0,0
27770,CES201911,2174,brick,auto ruit inslaan,auto ruit inslaan,baking,2,5
28399,CES201911,2209,brick,badstop,badstop,baking,3,4
23644,CES201911,1989,brick,bak,bak,baking,4,3
23656,CES201911,1989,brick,bak,bak,baking,4,3
25652,CES201911,2093,brick,baking,baking,baking,4,3
27659,CES201911,2168,brick,bakje van maken om dingen in fijn te stampen,bakje dingen fijn stampen,baking,3,3
23809,CES201911,2001,brick,bakken,bakken,brick,3,2
28662,CES201911,2224,brick,bakken,bakken,brick,3,2
29290,CES201911,2258,brick,Bakken,bakken,brick,3,2
30200,CES201911,2299,brick,bakken,bakken,brick,3,2
30972,CES201911,2325,brick,bakken,bakken,brick,3,2
23641,CES201911,1989,brick,baksel,baksel,brick,4,1
23574,CES201911,1964,brick,baksteen,baksteen,brick,1,2
23593,CES201911,1967,brick,baksteen 1,baksteen,brick,1,2
23594,CES201911,1967,brick,baksteen 2,baksteen,brick,1,2
23595,CES201911,1967,brick,baksteen 3,baksteen,brick throw workout,1,2
23599,CES201911,1968,brick,baksteen 1,baksteen,brick paint,1,2
23600,CES201911,1968,brick,baksteen 2,baksteen,brick paint,1,2
25650,CES201911,2093,brick,baksteen,baksteen,crush brick,1,2
28278,CES201911,2204,brick,baksteen,baksteen,brick center do,1,2
30102,CES201911,2295,brick,een baksteen,baksteen,bake,1,2
31728,CES201911,2353,brick,baksteen gooien als workout,baksteen gooien workout,baked,4,5
23820,CES201911,2002,brick,baksteen schildren,baksteen schilderen,ball,3,4
28833,CES201911,2236,brick,op baksteen schilderen ,baksteen schilderen,ball,3,4
26476,CES201911,2129,brick,de baksteen verbrijzelen,baksteen verbrijzelen,ball,2,5
30099,CES201911,2295,brick,twee bakstenen als je hem door de midden doet,bakstenen midden doet,ball,2,4
23663,CES201911,1989,brick,bakt,bakt,get ball tree,3,2
23665,CES201911,1989,brick,bakten,bakten,throw ball,3,2
25969,CES201911,2104,brick,als bal gebruiken,bal,balancing line,4,2
27744,CES201911,2173,brick,bla,bal,balance,4,2
29823,CES201911,2284,brick,bal,bal,balance,4,2
31626,CES201911,2349,brick,bal,bal,balance,4,2
31484,CES201911,2345,brick,bal uit een boom halen,bal boom halen,balance,4,4
26624,CES201911,2132,brick,als bal om mee over te gooien,bal gooien,balancing brick,4,2
24835,CES201911,2061,brick,balanceerlijn,balanceerlijn,balancing head,4,4
23870,CES201911,2004,brick,om op te balanceren,balanceren,balance,3,4
25584,CES201911,2088,brick,om op te balanceren,balanceren,Bank,3,4
27248,CES201911,2156,brick,balanceren,balanceren,Bank,3,4
28149,CES201911,2196,brick,balanceren,balanceren,Bank,3,4
28150,CES201911,2196,brick,balanceren op de baksteen,balanceren baksteen,Bank,3,4
32446,CES201911,2374,brick,balanceren op hoofd,balanceren hoofd,Bank,3,4
29150,CES201911,2250,brick,balans maken,balans,bench,3,4
23826,CES201911,2002,brick,bankvan maken,bank,bench,2,4
28633,CES201911,2223,brick,bank,bank,barbecue,2,4
29794,CES201911,2281,brick,Een bank van maken,bank,barbecue,2,4
31502,CES201911,2346,brick,bank,bank,barbecue,2,4
31623,CES201911,2349,brick,bank,bank,barbecue,2,4
28527,CES201911,2219,brick,bankje,bankje,barbecue place fireproof,2,4
30985,CES201911,2325,brick,bankje,bankje,basket,2,4
26658,CES201911,2134,brick,bbq maken ,barbecue,basketball,2,5
27941,CES201911,2185,brick,BBQ mee maken,barbecue,bath toy,2,5
28635,CES201911,2223,brick,barbecue,barbecue,construction worker,2,5
29374,CES201911,2261,brick,bbq,barbecue,bed,2,5
27717,CES201911,2171,brick,barbeque plaats brandveilig maken,barbecue plaats brandveilig,bed,2,5
23645,CES201911,1989,brick,basket,basket,small animal bed,3,4
32286,CES201911,2370,brick,basketbal,basketbal,image,4,2
23561,CES201911,1952,brick,bath toy,bath toy,sculpt,4,3
25325,CES201911,2078,brick,bauarbeiter,bauarbeiter,sculpt,0,0
28663,CES201911,2224,brick,bed,bed,sculpt,2,4
30888,CES201911,2323,brick,bed,bed,sculpt,2,4
31338,CES201911,2339,brick,bedje voor een klein dier,bedje klein dier,sculpt,2,4
29378,CES201911,2261,brick,beeld,beeld,sculpt,2,3
23801,CES201911,2001,brick,beeldhouwen,beeldhouwen,sculpt,2,3
26474,CES201911,2129,brick,beeldhouden,beeldhouwen,sculpt,2,3
28839,CES201911,2236,brick,beeldhouden,beeldhouwen,sculpt,2,3
29563,CES201911,2271,brick,beeldhouwen,beeldhouwen,sculpture,2,3
29945,CES201911,2288,brick,beeldhouwen,beeldhouwen,figurine,2,3
30306,CES201911,2307,brick,om mee te beeldhouwen,beeldhouwen,make statue,2,3
31347,CES201911,2339,brick,beeldhouwen,beeldhouwen,leg,2,3
31813.5,CES201911,2356,brick, beeldhouwen,beeldhouwen,leg,2,3
31817,CES201911,2356,brick,beeldhouwen ,beeldhouwen,bury,2,3
28537,CES201911,2219,brick,beeldhouwwerk,beeldhouwwerk,wallpaper print,2,3
27710,CES201911,2171,brick,beeldje,beeldje,look at,2,3
24402,CES201911,2034,brick,beeldje uitmaken,beeldje uitmaken,basin river,2,3
23647,CES201911,1989,brick,been,been,protect,4,2
23652,CES201911,1989,brick,been,been,protection,4,2
23550,CES201911,1912,brick,begraven,begraven,paint,2,5
29746.5,CES201911,2278,brick, behangprint,behangprint,paint,3,2
24183,CES201911,2020,brick,bekijken,bekijken,paint,3,5
30402,CES201911,2305,brick,bekken in een rivier,bekken rivier,best beacon,2,4
30979,CES201911,2325,brick,beschermen,beschermen,pave,2,3
30203,CES201911,2299,brick,bescherming,bescherming,study,2,3
23800,CES201911,2001,brick,beschilderen,beschilderen,means of payment,3,4
28371,CES201911,2208,brick,beschilderen,beschilderen,throw better,3,4
29962,CES201911,2291,brick,beschilderen,beschilderen,freeze freezer,3,4
25320,CES201911,2078,brick,bestebaken,bestebaken,process,0,0
30717,CES201911,2317,brick,bestraten,bestraten,bite,1,5
28481,CES201911,2215,brick,bestuderen,bestuderen,bite,3,4
31665,CES201911,2350,brick,betaalmiddel,betaalmiddel,side table,4,3
30045,CES201911,2292,brick,iets beter kunnen gooien,beter gooien,flatten leaves,3,3
23810,CES201911,2001,brick,bevriezen in een vriezer,bevriezen vriezer,flower drying,3,3
24579,CES201911,2046,brick,bewerken,bewerken,flower pressing,2,4
24187,CES201911,2020,brick,bijten,bijten,Leave flowers to dry,4,3
24406,CES201911,2034,brick,op bijten,bijten,flowerpot,4,3
25615,CES201911,2087,brick,bijzettafel,bijzettafel,block,2,4
26479,CES201911,2129,brick,bladeren platdrukken,bladeren platdrukken,place block of flowers,3,4
25218,CES201911,2071,brick,om een bloem mee te drogen,bloem drogen,block where to put art,3,5
28401,CES201911,2209,brick,gebruiken om bloem drukken te maken,bloem drukken,block robbery,3,5
31235,CES201911,2330,brick,om bloemen onder te laten drogen,bloemen onder laten drogen,place book so that book does not blow away,3,5
29380,CES201911,2261,brick,bloempot,bloempot,book support,2,4
28180,CES201911,2198,brick,blok,blok,book stopper,1,5
28602,CES201911,2222,brick,als blok om bloemen op te zetten,blok bloemen zetten,book stopper,2,4
28601,CES201911,2222,brick,als blok waar je kunst op kunt zetten,blok waar kunst zetten,book stopper,3,4
28144,CES201911,2196,brick,blokkenroof,blokkenroof,book thing remains upright,3,4
28829,CES201911,2236,brick,op boek leggen zodat boek niet wegwaait,boek leggen zodat boek niet wegwaait,book weight,3,5
31330,CES201911,2339,brick,boeken steun,boeken steun,book holder,3,5
26620,CES201911,2132,brick,als boeken tegenhouder,boeken tegenhouder,book holder,3,5
29501,CES201911,2266,brick,boeken tegenhouder,boeken tegenhouder,bookmark,3,5
32378,CES201911,2373,brick,boeken tegenhouder,boeken tegenhouder,bookshelf,3,5
31413,CES201911,2342,brick,gebruiken als boekending dat het recht blijft staan,boekending recht blijft staan,bookshelf support,3,5
28425,CES201911,2212,brick,boekengewicht,boekengewicht,book stand,3,5
24557,CES201911,2046,brick,boekenhouder,boekenhouder,bookend,3,5
28254,CES201911,2201,brick,boekenhouder,boekenhouder,bookend,3,5
28426,CES201911,2212,brick,boekenlegger\,boekenlegger,bookend,3,5
28482,CES201911,2214,brick,boekenplank,boekenplank,bookend,3,5
28055.5,CES201911,2191,brick, boekenplanksteun,boekenplank steun,bookend,3,5
32061,CES201911,2360,brick,boekenstandaard,boekenstandaard,bookend,3,5
24381,CES201911,2035,brick,boekensteun,boekensteun,bookend,3,5
24649,CES201911,2049,brick,boekensteun,boekensteun,accountant,3,5
26841,CES201911,2140,brick,boekensteun,boekensteun,book holder,3,5
28393,CES201911,2209,brick,boekensteun,boekensteun,bookend,3,5
29775,CES201911,2280,brick,boekensteun,boekensteun,bookend,3,5
31050,CES201911,2328,brick,boekensteun,boekensteun,deliver message,3,5
31619,CES201911,2349,brick,boekensteun,boekensteun,strengthen tree,3,5
27958,CES201911,2186,brick,gebruiken als boekhouder,boekhouder,plate,3,5
29825,CES201911,2284,brick,boekhouder,boekhouder,plate,3,5
29558,CES201911,2271,brick,boeksteun,boeksteun,plate,3,5
32026,CES201911,2362,brick,boeksteun,boeksteun,plate,3,5
28875,CES201911,2240,brick,boodschap aan vast maken en overgeven,boodschap vast overgeven,plate of food,3,3
31340,CES201911,2339,brick,een boom mee versterken,boom versterken,construction part,3,4
24667,CES201911,2051,brick,bord,bord,building block,3,4
29776,CES201911,2280,brick,bord,bord,building construction,3,4
30373,CES201911,2310,brick,bord,bord,build,3,4
31661,CES201911,2350,brick,bord (om van te eten),bord,build,3,4
28123,CES201911,2194,brick,als bord om op te eten,bord eten,build,3,4
32376,CES201911,2373,brick,bouw onderdeel,bouw onderdeel,build,1,5
28437,CES201911,2213,brick,bouwblok,bouwblok,build,1,5
30734,CES201911,2318,brick,bouwconstructie,bouwconstructie,build,1,5
23544,CES201911,1912,brick,bouwen,bouwen,build,1,5
23796,CES201911,2001,brick,bouwen,bouwen,build,1,5
24003,CES201911,2015,brick,bouwen,bouwen,build,1,5
24282,CES201911,2026,brick,bouwen,bouwen,build,1,5
24495,CES201911,2043,brick,bouwen,bouwen,build,1,5
24582,CES201911,2046,brick,bouwen,bouwen,build,1,5
24743,CES201911,2056,brick,bouwen,bouwen,build,1,5
24815,CES201911,2059,brick,bouwen,bouwen,build,1,5
24827,CES201911,2061,brick,bouwen,bouwen,build,1,5
24897,CES201911,2065,brick,bouwen,bouwen,build,1,5
25219,CES201911,2073,brick,bouwen,bouwen,build,1,5
25581,CES201911,2088,brick,om mee te bouwen,bouwen,build,1,5
25857,CES201911,2101,brick,bouwen,bouwen,build,1,5
25965,CES201911,2104,brick,mee bouwen,bouwen,build,1,5
26132,CES201911,2111,brick,Iets bouwen,bouwen,build,1,5
26466,CES201911,2129,brick,bouwen,bouwen,build,1,5
26945,CES201911,2146,brick,om te bouwen,bouwen,build,1,5
27021,CES201911,2149,brick,bouwen,bouwen,build,1,5
27241,CES201911,2156,brick,bouwen ,bouwen,build,1,5
27762,CES201911,2174,brick,BOUWEN,bouwen,build,1,5
27846,CES201911,2178,brick,bouwen,bouwen,build,1,5
27951,CES201911,2186,brick,bouern,bouwen,build,1,5
27952,CES201911,2186,brick,bouwen,bouwen,build,1,5
27994,CES201911,2187,brick,bouwen ,bouwen,build,1,5
28010,CES201911,2188,brick,bouwen,bouwen,build,1,5
28029,CES201911,2189,brick,bouwen,bouwen,build,1,5
28247,CES201911,2201,brick,bouwen,bouwen,build,1,5
28249,CES201911,2201,brick,bouwen,bouwen,build,1,5
28275,CES201911,2202,brick,iets bouwen,bouwen,build,1,5
28423,CES201911,2212,brick,bouwen,bouwen,build,1,5
28463,CES201911,2215,brick,bouwen,bouwen,build,1,5
28504,CES201911,2221,brick,bouwen,bouwen,build,1,5
28627,CES201911,2223,brick,bouwen,bouwen,build,1,5
28694,CES201911,2226,brick,bouwen,bouwen,build,1,5
28722,CES201911,2228,brick,bouwen,bouwen,build,1,5
28830,CES201911,2236,brick,bouwen,bouwen,build,1,5
28895,CES201911,2243,brick,bouwen,bouwen,build,1,5
29144,CES201911,2250,brick,bouwen,bouwen,build,1,5
29274,CES201911,2258,brick,bouwen,bouwen,build,1,5
29443,CES201911,2263,brick,bouwen,bouwen,build,1,5
29488,CES201911,2267,brick,bouwen,bouwen,build,1,5
29557,CES201911,2271,brick,bouwen,bouwen,build,1,5
29781,CES201911,2281,brick,Bouwen,bouwen,build,1,5
29858.2,CES201911,2287,brick, bouwen,bouwen,build,1,5
29861,CES201911,2286,brick,bouwen,bouwen,build,1,5
29939,CES201911,2288,brick,bouwen,bouwen,build,1,5
29967,CES201911,2289,brick,bouwen,bouwen,build,1,5
30021,CES201911,2293,brick,bouwen,bouwen,build,1,5
30039,CES201911,2292,brick,bouwen,bouwen,build,1,5
30060,CES201911,2294,brick,bouwen,bouwen,build,1,5
30195,CES201911,2299,brick,bouwen,bouwen,build,1,5
30290,CES201911,2303,brick,bouwen,bouwen,build,1,5
30619,CES201911,2316,brick,bouwen,bouwen,build,1,5
30709,CES201911,2317,brick,bouwen,bouwen,build,1,5
30965,CES201911,2327,brick,bouwen,bouwen,building in general,1,5
30969,CES201911,2325,brick,bouwen,bouwen,building in general,1,5
31095,CES201911,2332,brick,bouwen,bouwen,build all kinds of buildings,1,5
31613,CES201911,2349,brick,bouwen,bouwen,building material,1,5
32057,CES201911,2360,brick,bouwen,bouwen,building material,1,5
32327,CES201911,2371,brick,bouwen,bouwen,building material,1,5
27647,CES201911,2168,brick,bouwen in het algemeen,bouwen algemeen,building material,1,5
31825,CES201911,2356,brick,bouwen in het algemeen,bouwen algemeen,building material,1,5
26837,CES201911,2140,brick,bouwen van allerlei soorten gebouwen,bouwen allerlei soorten gebouwen,building material,1,5
26440,CES201911,2127,brick,bouwmateriaal,bouwmateriaal,construction site,1,5
28308,CES201911,2205,brick,Bouwmateriaal,bouwmateriaal,building block,1,5
28493,CES201911,2216,brick,bouwmateriaal,bouwmateriaal,building block,1,5
29331,CES201911,2259,brick,bouwmiddel,bouwmiddel,construction trades,1,5
30802,CES201911,2321,brick,bouwmiddel,bouwmiddel,break,1,5
30950,CES201911,2324,brick,bouwmiddel,bouwmiddel,break,1,5
29874,CES201911,2286,brick,bouwplaats,bouwplaats,break,0,0
27832,CES201911,2177,brick,bouwsteen,bouwsteen,break,1,5
28057,CES201911,2192,brick,bouwsteen,bouwsteen,break,1,5
29862,CES201911,2286,brick,bouwvakke,bouwvakken,break,1,5
24574,CES201911,2046,brick,breken,breken,break,1,4
28372,CES201911,2208,brick,breken,breken,break,1,4
28415,CES201911,2210,brick,breken,breken,break,1,4
28724,CES201911,2228,brick,breken,breken,break mosaic,1,4
29490,CES201911,2267,brick,het breken van iets,breken,brick,2,4
30029,CES201911,2293,brick,breken,breken,brick,1,4
30042,CES201911,2292,brick,breken,breken,crumble,1,4
30711,CES201911,2317,brick,breken,breken,breadboard,1,4
32147,CES201911,2365,brick,iets mee breken,breken,breadboard,1,4
31286,CES201911,2331,brick,breken en mozaiek maken,breken moza ek,bridge,3,4
25324,CES201911,2078,brick,brick ,brick,bridge,0,0
27177,CES201911,2154,brick,brick,brick,bridge,0,0
31150,CES201911,2333,brick,brokkelen ,brokkelen,build bridge,2,4
31591,CES201911,2348,brick,broodplanl,broodplank,build bridge,2,3
31592,CES201911,2348,brick,broodplank,broodplank,build bridge,2,3
28419,CES201911,2210,brick,een brug van maken,brug,throw bridge,1,5
28471,CES201911,2215,brick,brug maken,brug,try bridge,1,5
31496,CES201911,2346,brick,brug,brug,building bridges,1,5
28748,CES201911,2230,brick,brug bouwen,brug bouwen,builder,1,5
28874,CES201911,2240,brick,brug bouwen,brug bouwen,builder,1,5
31282,CES201911,2331,brick,brug bouwen,brug bouwen,building,1,5
27949,CES201911,2185,brick,Van een brug gooien,brug gooien,building,3,3
28153,CES201911,2196,brick,brug proberen te maken ermee,brug proberen,building,1,5
29205,CES201911,2255,brick,bruggen bouwen ,bruggen bouwen,building oven,1,5
25666,CES201911,2093,brick,builder,builder,desk,0,0
28280,CES201911,2204,brick,builder,builder,van stairs,0,0
26159,CES201911,2113,brick,building ,building,neighborhood,1,5
28286,CES201911,2204,brick,building,building,e.g,1,5
30518,CES201911,2313,brick,building,building,gift,1,5
30528,CES201911,2313,brick,building a ofen,building a ofen,canvas,1,4
31045,CES201911,2328,brick,bureau,bureau,canvas,2,4
28143,CES201911,2196,brick,busjetrap,busjetrap,canvas,3,4
32287,CES201911,2370,brick,buutplek,buutplek,canvas,3,5
23664,CES201911,1989,brick,bv,bv,caravan,0,0
31666,CES201911,2350,brick,cadeau,cadeau,cement,3,3
24565,CES201911,2046,brick,canvas,canvas,cement,3,4
25855,CES201911,2101,brick,canvas,canvas,cement,3,4
31659,CES201911,2350,brick,canvas,canvas,cement,3,4
31824,CES201911,2356,brick,gebruiken als canvas,canvas,house,3,4
31036,CES201911,2328,brick,caravan,caravan,Christianity,4,1
25327,CES201911,2078,brick,cement,cement,construction,3,2
27705,CES201911,2171,brick,sement,cement,building construction,3,2
28270,CES201911,2203,brick,cement,cement,construction,3,2
29864,CES201911,2286,brick,cement,cement,construct,3,2
29746.1,CES201911,2278,brick,huis,christendom,counterweight,0,0
29746.1,CES201911,2278,brick, christendom,christendom,cooking,0,0
31507,CES201911,2346,brick,constructie,constructie,could be what house built too,1,5
24836.1,CES201911,2062,brick,constructie bouwen,constructie bouwen,cozy,1,5
30519,CES201911,2313,brick,construction,construction,make crunchy granola,1,5
24821,CES201911,2059,brick,construeren,construeren,crushing herbs,1,4
29974,CES201911,2289,brick,gebruiken als contragewicht,contragewicht,roof,2,5
25651,CES201911,2093,brick,cooking,cooking,roof,4,3
25662,CES201911,2093,brick,could be what a house is built of too,could be what a house built too,roof,1,5
25667,CES201911,2093,brick,cozy,cozy,roof,0,0
23798,CES201911,2001,brick,crunchy granola maken,crunchy granola,roof rack,2,4
26160,CES201911,2113,brick,crushing herbs,crushing herbs,gutter,2,4
24907,CES201911,2065,brick,dak,dak,roof tile,2,3
28268,CES201911,2203,brick,dak,dak,dam,2,3
29283,CES201911,2258,brick,dak,dak,build dam,2,3
29869,CES201911,2286,brick,dak,dak,build dam,2,3
28187,CES201911,2198,brick,dakdrager,dakdrager,build dam,2,3
29870,CES201911,2286,brick,dakgoot,dakgoot,dancing,2,3
31599,CES201911,2348,brick,dakpan,dakpan,decoration,2,3
28465,CES201911,2215,brick,dam,dam,decoration,2,4
27660,CES201911,2168,brick,dam van bouwen,dam bouwen,decoration,2,4
28500,CES201911,2217,brick,dam bouwen,dam bouwen,decoration,2,4
31344,CES201911,2339,brick,dam bouwen ,dam bouwen,decoration,2,4
24413,CES201911,2034,brick,mee dansen,dansen,decoration,3,4
24006,CES201911,2015,brick,decoratie,decoratie,decoration,3,3
24385,CES201911,2035,brick,decoratie,decoratie,decoration,3,3
24898,CES201911,2065,brick,decoratie,decoratie,decoration,3,3
25620,CES201911,2087,brick,decoratie,decoratie,decoration,3,3
25864,CES201911,2101,brick,dekoratie,decoratie,decoration,3,3
26842,CES201911,2140,brick,decoratie,decoratie,decoration,3,3
26947,CES201911,2146,brick,decoratie,decoratie,decoration,3,3
28007,CES201911,2187,brick,decoratie,decoratie,decoration,3,3
28245,CES201911,2201,brick,decoratie,decoratie,decoration,3,3
28517,CES201911,2221,brick,decoratie,decoratie,decoration,3,3
28870,CES201911,2240,brick,decoratie,decoratie,decoration,3,3
29442,CES201911,2263,brick,decoratie,decoratie,decoration,3,3
29566,CES201911,2271,brick,decoratie,decoratie,decoration,3,3
29746.4,CES201911,2278,brick, decoratie,decoratie,decoration,3,3
29792,CES201911,2281,brick,als decoratie gebruiken ,decoratie,decoration house,3,3
30891,CES201911,2323,brick,decoratie,decoratie,put decoration house,3,3
31345,CES201911,2339,brick,decoratie,decoratie,take cover,3,3
31504,CES201911,2346,brick,decoratie,decoratie,keep lids closed,3,3
32379,CES201911,2373,brick,decoratie,decoratie,smash door,3,3
32597,CES201911,2380,brick,decoratie,decoratie,keep door open,3,3
28233,CES201911,2200,brick,als decoratie in je huis,decoratie huis,keep door open,3,3
24499,CES201911,2043,brick,decoratie in huis om iets op te zetten,decoratie huis zetten,keep door open,3,3
32210,CES201911,2367,brick,dekking zoeken,dekking zoeken,open door,2,3
28403,CES201911,2209,brick,om deksels dicht te houden,deksels dicht houden,keep door open,2,4
30031,CES201911,2293,brick,deur inrammen,deur inrammen,keep door open,2,4
25215,CES201911,2071,brick,om deur open te houden,deur open houden,door opener,2,5
26621,CES201911,2132,brick,om een deur open te houden,deur open houden,door opener,2,5
28317,CES201911,2205,brick,Deur open houden,deur open houden,door retainer,2,5
27857,CES201911,2178,brick,de deur mee openen,deur openen,stop door,2,5
27403,CES201911,2162,brick,een deur openhouden,deur openhouden,door stopper,2,5
29961,CES201911,2291,brick,deur mee openhouden ,deur openhouden,stop door,2,5
28034,CES201911,2189,brick,deuropenhouder,deur openhouder,door seal holder,2,5
30377,CES201911,2310,brick,deur openhouder,deur openhouder,door holder,2,5
28402,CES201911,2209,brick,deur ophouder,deur ophouder,door holder,2,5
30040,CES201911,2292,brick,deur stoppen,deur stoppen,door holder door remains in place,2,5
24445,CES201911,2037,brick,als deur stopper,deur stopper,door open holder,2,5
30954,CES201911,2324,brick,deur tegenhouden,deur tegenhouden,door stopper,2,5
24659,CES201911,2049,brick,deurdichthouder,deurdichthouder,door stopper,2,5
28477,CES201911,2215,brick,deurhouder,deurhouder,door stopper,2,5
29747.2,CES201911,2278,brick, deurhouder,deurhouder,door stopper,2,5
31414,CES201911,2342,brick,gebruiken als deurhouder dat de deur blijft staan,deurhouder deur blijft staan,door stopper,2,5
24658,CES201911,2049,brick,deuropenhouder,deuro penhouder,door stopper,2,5
24829,CES201911,2061,brick,deurstopper,deurstopper,door stopper,2,5
24900,CES201911,2065,brick,deurstopper,deurstopper,door stopper,2,5
26443,CES201911,2127,brick,deurstop,deurstopper,door stopper,2,5
27871,CES201911,2182,brick,deurstop,deurstopper,door stopper,2,5
28055.6,CES201911,2191,brick, deurstop,deurstopper,door stopper,2,5
28352,CES201911,2207,brick,als deurstop,deurstopper,door stopper,2,5
29148,CES201911,2250,brick,deurstop,deurstopper,door stopper,2,5
29375,CES201911,2261,brick,deurstopper,deurstopper,door stopper,2,5
30062,CES201911,2294,brick,deurstop,deurstopper,door stopper,2,5
30808,CES201911,2321,brick,deurstopper,deurstopper,door stopper,2,5
31054,CES201911,2328,brick,deurstopper,deurstopper,close up,2,5
31088,CES201911,2329,brick,als deurstop,deurstopper,close,2,5
31232,CES201911,2330,brick,als deurstop,deurstopper,close hole,2,5
31822,CES201911,2356,brick,deurstopper,deurstopper,tray,2,5
32059,CES201911,2360,brick,deurstop,deurstopper,close animals,2,5
32593,CES201911,2380,brick,\deurstop,deurstopper,dike,2,5
29954,CES201911,2288,brick,dichtbouwen,dichtbouwen,dike,1,5
23866,CES201911,2004,brick,iets dichten,dichten,close dike,2,3
28316,CES201911,2205,brick,Dichtmaken van een gat,dichtmaken gat,dikes,2,3
28124,CES201911,2194,brick,als dienblad,dienblad,letting things sink stuck to them,3,3
28060,CES201911,2192,brick,dieren in te sluiten,dieren sluiten,things break,2,4
30736,CES201911,2318,brick,dijk,dijk,things break,2,4
30988,CES201911,2325,brick,dijk,dijk,things break,2,4
31237,CES201911,2330,brick,om een dijk mee te dichten,dijk dichten,things break,2,4
30403,CES201911,2305,brick,dijken,dijken,things break,2,4
28598,CES201911,2222,brick,om dingen naar de boden te laten zinken als ze eraan vast zitten,dingen boden laten zinken eraan vast zitten,things break,2,3
27847,CES201911,2178,brick,dingen kapot mee maken,dingen kapot,things break,2,3
28353,CES201911,2207,brick,om dingen mee kapot te maken,dingen kapot,breaking things,2,3
29402,CES201911,2262,brick,dingen kapot maken,dingen kapot,measure things,2,3
29447,CES201911,2263,brick,dingen kapot maken,dingen kapot,smash things down,2,3
30964,CES201911,2327,brick,gebruiken om dingen kapot te maken,dingen kapot,grind things,2,3
31283,CES201911,2331,brick,dingen mee kapot maken,dingen kapot,hold things,2,3
32437,CES201911,2374,brick,dingen kapot maken,dingen kapot,destroy things,2,3
29949,CES201911,2288,brick,andere dingen kapot gooien,dingen kapot gooien,crush things,2,3
29941,CES201911,2288,brick,dingen meten,dingen meten,pulverize things,3,4
23818,CES201911,2002,brick,dingen platslaan,dingen platslaan,discus throw,2,4
27657,CES201911,2168,brick,dingen mee slijpen,dingen slijpen,dice smaller cubes of it,3,4
28443,CES201911,2213,brick, iets om dingen mee vast te houden,dingen vast houden,goalpost,2,4
30305,CES201911,2307,brick,om dingen mee te vernielen,dingen vernielen,goalpost,2,4
28154,CES201911,2196,brick,dingen verpletteren,dingen verpletteren,goalpost,2,4
23819,CES201911,2002,brick,Dingen verpulveren,dingen verpulveren,goalpost,2,4
23805,CES201911,2001,brick,discuswerpen,discuswerpen,goalposts,4,2
