response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,originality_rater01,utility_rater01
26479,CES201911,2129,brick,bladeren platdrukken,bladeren platdrukken,flatten leaves,2,5
25218,CES201911,2071,brick,om een bloem mee te drogen,bloem drogen,flower drying,2,5
28401,CES201911,2209,brick,gebruiken om bloem drukken te maken,bloem drukken,flower pressing,2,5
31235,CES201911,2330,brick,om bloemen onder te laten drogen,bloemen onder laten drogen,Leave flowers to dry,2,5
29380,CES201911,2261,brick,bloempot,bloempot,flowerpot,4,3
28180,CES201911,2198,brick,blok,blok,block,2,4
28602,CES201911,2222,brick,als blok om bloemen op te zetten,blok bloemen zetten,place block of flowers,2,5
28601,CES201911,2222,brick,als blok waar je kunst op kunt zetten,blok waar kunst zetten,block where to put art,2,5
28144,CES201911,2196,brick,blokkenroof,blokkenroof,block robbery,4,5
28829,CES201911,2236,brick,op boek leggen zodat boek niet wegwaait,boek leggen zodat boek niet wegwaait,place book so that book does not blow away,2,5
31330,CES201911,2339,brick,boeken steun,boeken steun,book support,2,5
32378,CES201911,2373,brick,boeken tegenhouder,boeken tegenhouder,book stopper,2,5
29501,CES201911,2266,brick,boeken tegenhouder,boeken tegenhouder,book stopper,2,5
26620,CES201911,2132,brick,als boeken tegenhouder,boeken tegenhouder,book stopper,2,5
31413,CES201911,2342,brick,gebruiken als boekending dat het recht blijft staan,boekending recht blijft staan,book thing remains upright,2,5
28425,CES201911,2212,brick,boekengewicht,boekengewicht,book weight,2,5
28254,CES201911,2201,brick,boekenhouder,boekenhouder,book holder,2,5
24557,CES201911,2046,brick,boekenhouder,boekenhouder,book holder,2,5
28426,CES201911,2212,brick,boekenlegger\,boekenlegger,bookmark,2,5
28482,CES201911,2214,brick,boekenplank,boekenplank,bookshelf,2,5
28055.5,CES201911,2191,brick, boekenplanksteun,boekenplank steun,bookshelf support,2,5
32061,CES201911,2360,brick,boekenstandaard,boekenstandaard,book stand,2,5
31619,CES201911,2349,brick,boekensteun,boekensteun,bookend,2,5
31050,CES201911,2328,brick,boekensteun,boekensteun,bookend,2,5
29775,CES201911,2280,brick,boekensteun,boekensteun,bookend,2,5
28393,CES201911,2209,brick,boekensteun,boekensteun,bookend,2,5
26841,CES201911,2140,brick,boekensteun,boekensteun,bookend,2,5
24649,CES201911,2049,brick,boekensteun,boekensteun,bookend,2,5
24381,CES201911,2035,brick,boekensteun,boekensteun,bookend,2,5
29825,CES201911,2284,brick,boekhouder,boekhouder,accountant,2,5
27958,CES201911,2186,brick,gebruiken als boekhouder,boekhouder,book holder,2,5
32026,CES201911,2362,brick,boeksteun,boeksteun,bookend,2,5
29558,CES201911,2271,brick,boeksteun,boeksteun,bookend,2,5
28875,CES201911,2240,brick,boodschap aan vast maken en overgeven,boodschap vast overgeven,deliver message,4,3
31340,CES201911,2339,brick,een boom mee versterken,boom versterken,strengthen tree,2,4
31661,CES201911,2350,brick,bord (om van te eten),bord,plate,3,2
30373,CES201911,2310,brick,bord,bord,plate,3,2
29776,CES201911,2280,brick,bord,bord,plate,3,2
24667,CES201911,2051,brick,bord,bord,plate,3,2
28123,CES201911,2194,brick,als bord om op te eten,bord eten,plate of food,3,2
32376,CES201911,2373,brick,bouw onderdeel,bouw onderdeel,construction part,1,5
28437,CES201911,2213,brick,bouwblok,bouwblok,building block,1,5
30734,CES201911,2318,brick,bouwconstructie,bouwconstructie,building construction,1,5
32327,CES201911,2371,brick,bouwen,bouwen,build,1,5
32057,CES201911,2360,brick,bouwen,bouwen,build,1,5
31613,CES201911,2349,brick,bouwen,bouwen,build,1,5
31095,CES201911,2332,brick,bouwen,bouwen,build,1,5
30965,CES201911,2327,brick,bouwen,bouwen,build,1,5
30969,CES201911,2325,brick,bouwen,bouwen,build,1,5
30709,CES201911,2317,brick,bouwen,bouwen,build,1,5
30619,CES201911,2316,brick,bouwen,bouwen,build,1,5
30290,CES201911,2303,brick,bouwen,bouwen,build,1,5
30195,CES201911,2299,brick,bouwen,bouwen,build,1,5
30060,CES201911,2294,brick,bouwen,bouwen,build,1,5
30021,CES201911,2293,brick,bouwen,bouwen,build,1,5
30039,CES201911,2292,brick,bouwen,bouwen,build,1,5
29967,CES201911,2289,brick,bouwen,bouwen,build,1,5
29939,CES201911,2288,brick,bouwen,bouwen,build,1,5
29858.2,CES201911,2287,brick, bouwen,bouwen,build,1,5
29861,CES201911,2286,brick,bouwen,bouwen,build,1,5
29781,CES201911,2281,brick,Bouwen,bouwen,build,1,5
29557,CES201911,2271,brick,bouwen,bouwen,build,1,5
29488,CES201911,2267,brick,bouwen,bouwen,build,1,5
29443,CES201911,2263,brick,bouwen,bouwen,build,1,5
29274,CES201911,2258,brick,bouwen,bouwen,build,1,5
29144,CES201911,2250,brick,bouwen,bouwen,build,1,5
28895,CES201911,2243,brick,bouwen,bouwen,build,1,5
28830,CES201911,2236,brick,bouwen,bouwen,build,1,5
28722,CES201911,2228,brick,bouwen,bouwen,build,1,5
28694,CES201911,2226,brick,bouwen,bouwen,build,1,5
28627,CES201911,2223,brick,bouwen,bouwen,build,1,5
28504,CES201911,2221,brick,bouwen,bouwen,build,1,5
28463,CES201911,2215,brick,bouwen,bouwen,build,1,5
28423,CES201911,2212,brick,bouwen,bouwen,build,1,5
28275,CES201911,2202,brick,iets bouwen,bouwen,build,1,5
28247,CES201911,2201,brick,bouwen,bouwen,build,1,5
28249,CES201911,2201,brick,bouwen,bouwen,build,1,5
28029,CES201911,2189,brick,bouwen,bouwen,build,1,5
28010,CES201911,2188,brick,bouwen,bouwen,build,1,5
27994,CES201911,2187,brick,bouwen ,bouwen,build,1,5
27951,CES201911,2186,brick,bouern,bouwen,build,1,5
27952,CES201911,2186,brick,bouwen,bouwen,build,1,5
27846,CES201911,2178,brick,bouwen,bouwen,build,1,5
27762,CES201911,2174,brick,BOUWEN,bouwen,build,1,5
27241,CES201911,2156,brick,bouwen ,bouwen,build,1,5
27021,CES201911,2149,brick,bouwen,bouwen,build,1,5
26945,CES201911,2146,brick,om te bouwen,bouwen,build,1,5
26466,CES201911,2129,brick,bouwen,bouwen,build,1,5
26132,CES201911,2111,brick,Iets bouwen,bouwen,build,1,5
25965,CES201911,2104,brick,mee bouwen,bouwen,build,1,5
25857,CES201911,2101,brick,bouwen,bouwen,build,1,5
25581,CES201911,2088,brick,om mee te bouwen,bouwen,build,1,5
25219,CES201911,2073,brick,bouwen,bouwen,build,1,5
24897,CES201911,2065,brick,bouwen,bouwen,build,1,5
24827,CES201911,2061,brick,bouwen,bouwen,build,1,5
24815,CES201911,2059,brick,bouwen,bouwen,build,1,5
24743,CES201911,2056,brick,bouwen,bouwen,build,1,5
24582,CES201911,2046,brick,bouwen,bouwen,build,1,5
24495,CES201911,2043,brick,bouwen,bouwen,build,1,5
24282,CES201911,2026,brick,bouwen,bouwen,build,1,5
24003,CES201911,2015,brick,bouwen,bouwen,build,1,5
23796,CES201911,2001,brick,bouwen,bouwen,build,1,5
23544,CES201911,1912,brick,bouwen,bouwen,build,1,5
31825,CES201911,2356,brick,bouwen in het algemeen,bouwen algemeen,building in general,1,5
27647,CES201911,2168,brick,bouwen in het algemeen,bouwen algemeen,building in general,1,5
26837,CES201911,2140,brick,bouwen van allerlei soorten gebouwen,bouwen allerlei soorten gebouwen,build all kinds of buildings,1,5
28493,CES201911,2216,brick,bouwmateriaal,bouwmateriaal,building material,1,5
28308,CES201911,2205,brick,Bouwmateriaal,bouwmateriaal,building material,1,5
26440,CES201911,2127,brick,bouwmateriaal,bouwmateriaal,building material,1,5
30950,CES201911,2324,brick,bouwmiddel,bouwmiddel,building material,1,5
30802,CES201911,2321,brick,bouwmiddel,bouwmiddel,building material,1,5
29331,CES201911,2259,brick,bouwmiddel,bouwmiddel,building material,1,5
29874,CES201911,2286,brick,bouwplaats,bouwplaats,construction site,1,5
28057,CES201911,2192,brick,bouwsteen,bouwsteen,building block,1,5
27832,CES201911,2177,brick,bouwsteen,bouwsteen,building block,1,5
29862,CES201911,2286,brick,bouwvakke,bouwvakken,construction trades,1,5
32147,CES201911,2365,brick,iets mee breken,breken,break,2,5
30711,CES201911,2317,brick,breken,breken,break,2,5
30029,CES201911,2293,brick,breken,breken,break,2,5
30042,CES201911,2292,brick,breken,breken,break,2,5
29490,CES201911,2267,brick,het breken van iets,breken,break,2,5
28724,CES201911,2228,brick,breken,breken,break,2,5
28415,CES201911,2210,brick,breken,breken,break,2,5
28372,CES201911,2208,brick,breken,breken,break,2,5
24574,CES201911,2046,brick,breken,breken,break,2,5
31286,CES201911,2331,brick,breken en mozaiek maken,breken moza ek,break mosaic,3,4
27177,CES201911,2154,brick,brick,brick,brick,0,0
25324,CES201911,2078,brick,brick ,brick,brick,0,0
31150,CES201911,2333,brick,brokkelen ,brokkelen,crumble,3,4
31591,CES201911,2348,brick,broodplanl,broodplank,breadboard,3,4
31592,CES201911,2348,brick,broodplank,broodplank,breadboard,3,4
31496,CES201911,2346,brick,brug,brug,bridge,2,4
28471,CES201911,2215,brick,brug maken,brug,bridge,2,4
28419,CES201911,2210,brick,een brug van maken,brug,bridge,2,4
31282,CES201911,2331,brick,brug bouwen,brug bouwen,build bridge,2,4
28874,CES201911,2240,brick,brug bouwen,brug bouwen,build bridge,2,4
28748,CES201911,2230,brick,brug bouwen,brug bouwen,build bridge,2,4
27949,CES201911,2185,brick,Van een brug gooien,brug gooien,throw bridge,2,5
28153,CES201911,2196,brick,brug proberen te maken ermee,brug proberen,try bridge,2,4
29205,CES201911,2255,brick,bruggen bouwen ,bruggen bouwen,building bridges,2,4
28280,CES201911,2204,brick,builder,builder,builder,0,0
25666,CES201911,2093,brick,builder,builder,builder,0,0
30518,CES201911,2313,brick,building,building,building,0,0
28286,CES201911,2204,brick,building,building,building,0,0
26159,CES201911,2113,brick,building ,building,building,0,0
30528,CES201911,2313,brick,building a ofen,building a ofen,building oven,0,0
31045,CES201911,2328,brick,bureau,bureau,desk,3,3
28143,CES201911,2196,brick,busjetrap,busjetrap,van stairs,3,3
32287,CES201911,2370,brick,buutplek,buutplek,neighborhood,2,5
23664,CES201911,1989,brick,bv,bv,e.g,0,0
31666,CES201911,2350,brick,cadeau,cadeau,gift,4,5
31824,CES201911,2356,brick,gebruiken als canvas,canvas,canvas,4,3
31659,CES201911,2350,brick,canvas,canvas,canvas,4,3
25855,CES201911,2101,brick,canvas,canvas,canvas,4,3
24565,CES201911,2046,brick,canvas,canvas,canvas,4,3
31036,CES201911,2328,brick,caravan,caravan,caravan,5,1
29864,CES201911,2286,brick,cement,cement,cement,2,1
28270,CES201911,2203,brick,cement,cement,cement,2,1
27705,CES201911,2171,brick,sement,cement,cement,2,1
25327,CES201911,2078,brick,cement,cement,cement,0,0
29746.1,CES201911,2278,brick,huis,huis,house,1,1
29746.1,CES201911,2278,brick, christendom,christendom,Christianity,0,0
31507,CES201911,2346,brick,constructie,constructie,construction,1,4
24836.1,CES201911,2062,brick,constructie bouwen,constructie bouwen,building construction,1,4
30519,CES201911,2313,brick,construction,construction,construction,0,0
24821,CES201911,2059,brick,construeren,construeren,construct,1,4
29974,CES201911,2289,brick,gebruiken als contragewicht,contragewicht,counterweight,2,5
25651,CES201911,2093,brick,cooking,cooking,cooking,0,0
25662,CES201911,2093,brick,could be what a house is built of too,could be what a house built too,could be what house built too,0,0
25667,CES201911,2093,brick,cozy,cozy,cozy,0,0
23798,CES201911,2001,brick,crunchy granola maken,crunchy granola maken,make crunchy granola,2,5
26160,CES201911,2113,brick,crushing herbs,crushing herbs,crushing herbs,0,0
29869,CES201911,2286,brick,dak,dak,roof,2,4
29283,CES201911,2258,brick,dak,dak,roof,2,4
28268,CES201911,2203,brick,dak,dak,roof,2,4
24907,CES201911,2065,brick,dak,dak,roof,2,4
28187,CES201911,2198,brick,dakdrager,dakdrager,roof rack,1,5
29870,CES201911,2286,brick,dakgoot,dakgoot,gutter,2,3
31599,CES201911,2348,brick,dakpan,dakpan,roof tile,2,3
28465,CES201911,2215,brick,dam,dam,dam,2,4
31344,CES201911,2339,brick,dam bouwen ,dam bouwen,build dam,1,5
28500,CES201911,2217,brick,dam bouwen,dam bouwen,build dam,1,5
27660,CES201911,2168,brick,dam van bouwen,dam bouwen,build dam,1,5
24413,CES201911,2034,brick,mee dansen,dansen,dancing,4,3
32597,CES201911,2380,brick,decoratie,decoratie,decoration,3,3
32379,CES201911,2373,brick,decoratie,decoratie,decoration,3,3
31504,CES201911,2346,brick,decoratie,decoratie,decoration,3,3
31345,CES201911,2339,brick,decoratie,decoratie,decoration,3,3
30891,CES201911,2323,brick,decoratie,decoratie,decoration,3,3
29792,CES201911,2281,brick,als decoratie gebruiken ,decoratie,decoration,3,3
29746.4,CES201911,2278,brick, decoratie,decoratie,decoration,3,3
29566,CES201911,2271,brick,decoratie,decoratie,decoration,3,3
29442,CES201911,2263,brick,decoratie,decoratie,decoration,3,3
28870,CES201911,2240,brick,decoratie,decoratie,decoration,3,3
28517,CES201911,2221,brick,decoratie,decoratie,decoration,3,3
28245,CES201911,2201,brick,decoratie,decoratie,decoration,3,3
28007,CES201911,2187,brick,decoratie,decoratie,decoration,3,3
26947,CES201911,2146,brick,decoratie,decoratie,decoration,3,3
26842,CES201911,2140,brick,decoratie,decoratie,decoration,3,3
25864,CES201911,2101,brick,dekoratie,decoratie,decoration,3,3
25620,CES201911,2087,brick,decoratie,decoratie,decoration,3,3
24898,CES201911,2065,brick,decoratie,decoratie,decoration,3,3
24385,CES201911,2035,brick,decoratie,decoratie,decoration,3,3
24006,CES201911,2015,brick,decoratie,decoratie,decoration,3,3
28233,CES201911,2200,brick,als decoratie in je huis,decoratie huis,decoration house,3,3
24499,CES201911,2043,brick,decoratie in huis om iets op te zetten,decoratie huis zetten,put decoration house,2,3
32210,CES201911,2367,brick,dekking zoeken,dekking zoeken,take cover,2,3
28403,CES201911,2209,brick,om deksels dicht te houden,deksels dicht houden,keep lids closed,2,5
30031,CES201911,2293,brick,deur inrammen,deur inrammen,smash door,2,5
28317,CES201911,2205,brick,Deur open houden,deur open houden,keep door open,2,5
26621,CES201911,2132,brick,om een deur open te houden,deur open houden,keep door open,2,5
25215,CES201911,2071,brick,om deur open te houden,deur open houden,keep door open,2,5
27857,CES201911,2178,brick,de deur mee openen,deur openen,open door,2,5
29961,CES201911,2291,brick,deur mee openhouden ,deur openhouden,keep door open,2,5
27403,CES201911,2162,brick,een deur openhouden,deur openhouden,keep door open,2,5
30377,CES201911,2310,brick,deur openhouder,deur openhouder,door opener,2,5
28034,CES201911,2189,brick,deuropenhouder,deur openhouder,door opener,2,5
28402,CES201911,2209,brick,deur ophouder,deur ophouder,door retainer,2,5
30040,CES201911,2292,brick,deur stoppen,deur stoppen,stop door,2,5
24445,CES201911,2037,brick,als deur stopper,deur stopper,door stopper,2,5
30954,CES201911,2324,brick,deur tegenhouden,deur tegenhouden,stop door,2,5
24659,CES201911,2049,brick,deurdichthouder,deurdichthouder,door seal holder,2,5
29747.2,CES201911,2278,brick, deurhouder,deurhouder,door holder,2,5
28477,CES201911,2215,brick,deurhouder,deurhouder,door holder,2,5
31414,CES201911,2342,brick,gebruiken als deurhouder dat de deur blijft staan,deurhouder deur blijft staan,door holder door remains in place,2,5
24658,CES201911,2049,brick,deuropenhouder,deuropenhouder,door open holder,2,5
32593,CES201911,2380,brick,\deurstop,deurstopper,door stopper,2,5
32059,CES201911,2360,brick,deurstop,deurstopper,door stopper,2,5
31822,CES201911,2356,brick,deurstopper,deurstopper,door stopper,2,5
31232,CES201911,2330,brick,als deurstop,deurstopper,door stopper,2,5
31088,CES201911,2329,brick,als deurstop,deurstopper,door stopper,2,5
31054,CES201911,2328,brick,deurstopper,deurstopper,door stopper,2,5
30808,CES201911,2321,brick,deurstopper,deurstopper,door stopper,2,5
30062,CES201911,2294,brick,deurstop,deurstopper,door stopper,2,5
29375,CES201911,2261,brick,deurstopper,deurstopper,door stopper,2,5
29148,CES201911,2250,brick,deurstop,deurstopper,door stopper,2,5
28352,CES201911,2207,brick,als deurstop,deurstopper,door stopper,2,5
28055.6,CES201911,2191,brick, deurstop,deurstopper,door stopper,2,5
27871,CES201911,2182,brick,deurstop,deurstopper,door stopper,2,5
26443,CES201911,2127,brick,deurstop,deurstopper,door stopper,2,5
24900,CES201911,2065,brick,deurstopper,deurstopper,door stopper,2,5
24829,CES201911,2061,brick,deurstopper,deurstopper,door stopper,2,5
29954,CES201911,2288,brick,dichtbouwen,dichtbouwen,close up,2,5
23866,CES201911,2004,brick,iets dichten,dichten,close,2,5
28316,CES201911,2205,brick,Dichtmaken van een gat,dichtmaken gat,close hole,2,5
28124,CES201911,2194,brick,als dienblad,dienblad,tray,3,4
28060,CES201911,2192,brick,dieren in te sluiten,dieren sluiten,close animals,2,4
30988,CES201911,2325,brick,dijk,dijk,dike,2,5
30736,CES201911,2318,brick,dijk,dijk,dike,2,5
31237,CES201911,2330,brick,om een dijk mee te dichten,dijk dichten,close dike,2,5
30403,CES201911,2305,brick,dijken,dijken,dikes,2,5
28598,CES201911,2222,brick,om dingen naar de boden te laten zinken als ze eraan vast zitten,dingen boden laten zinken eraan vast zitten,letting things sink stuck to them,2,5
32437,CES201911,2374,brick,dingen kapot maken,dingen kapot,things break,2,5
31283,CES201911,2331,brick,dingen mee kapot maken,dingen kapot,things break,2,5
30964,CES201911,2327,brick,gebruiken om dingen kapot te maken,dingen kapot,things break,2,5
29447,CES201911,2263,brick,dingen kapot maken,dingen kapot,things break,2,5
29402,CES201911,2262,brick,dingen kapot maken,dingen kapot,things break,2,5
28353,CES201911,2207,brick,om dingen mee kapot te maken,dingen kapot,things break,2,5
27847,CES201911,2178,brick,dingen kapot mee maken,dingen kapot,things break,2,5
29949,CES201911,2288,brick,andere dingen kapot gooien,dingen kapot gooien,breaking things,2,5
29941,CES201911,2288,brick,dingen meten,dingen meten,measure things,3,5
23818,CES201911,2002,brick,dingen platslaan,dingen platslaan,smash things down,2,5
27657,CES201911,2168,brick,dingen mee slijpen,dingen slijpen,grind things,3,5
28443,CES201911,2213,brick, iets om dingen mee vast te houden,dingen vast houden,hold things,2,5
30305,CES201911,2307,brick,om dingen mee te vernielen,dingen vernielen,destroy things,2,5
28154,CES201911,2196,brick,dingen verpletteren,dingen verpletteren,crush things,2,5
23819,CES201911,2002,brick,Dingen verpulveren,dingen verpulveren,pulverize things,2,5
23805,CES201911,2001,brick,discuswerpen,discuswerpen,discus throw,2,2
29343,CES201911,2259,brick,dobbelstenen maken van kleinere blokjes ervan,dobbelstenen kleinere blokjes ervan,dice smaller cubes of it,4,4
32289,CES201911,2370,brick,doelpaal,doelpaal,goalpost,2,3
31597,CES201911,2348,brick,doelpaal,doelpaal,goalpost,2,3
28440,CES201911,2213,brick,doelpaal,doelpaal,goalpost,2,3
24830,CES201911,2061,brick,doelpaal,doelpaal,goalpost,2,3
